Date,State,Latitude,Longitude,CLOUD_AMT,AOD_55,PW,QV2M,T2M,RH2M,WS50M,PS,TOA_SW_DWN,ALLSKY_SFC_SW_DWN,year,month,day,solar_energy_estimate,day_of_week,is_weekend,solar_lag_1,solar_lag_7,solar_roll_mean_7
2015-01-01,Andaman and Nicobar Islands,11.6234,92.7265,47.43,0.2,5.29,18.15,27.87,77.74,9.18,101.09,8.4209,4.5797,2015,1,1,0.91594,3,0,4.5797,4.5797,5.2383
2015-01-02,Andaman and Nicobar Islands,11.6234,92.7265,34.39,0.23,5.0,18.01,27.59,78.5,7.11,101.22,8.43,5.0522,2015,1,2,1.01044,4,0,4.5797,4.5797,5.2383
2015-01-03,Andaman and Nicobar Islands,11.6234,92.7265,26.37,0.27,3.92,16.08,27.48,70.64,5.16,101.24,8.4408,5.3515,2015,1,3,1.0703,5,1,5.0522,4.5797,5.2383
2015-01-04,Andaman and Nicobar Islands,11.6234,92.7265,28.68,0.3,3.07,15.72,26.89,71.45,3.84,101.12,8.4538,5.3926,2015,1,4,1.07852,6,1,5.3515,4.5797,5.2383
2015-01-05,Andaman and Nicobar Islands,11.6234,92.7265,14.47,0.21,3.02,14.94,27.03,67.34,2.81,101.07,8.4684,5.6532,2015,1,5,1.13064,0,0,5.3926,4.5797,5.2383
2015-01-06,Andaman and Nicobar Islands,11.6234,92.7265,28.47,0.16,3.35,17.15,27.3,75.95,4.82,101.03,8.4845,5.555,2015,1,6,1.111,1,0,5.6532,4.5797,5.2383
2015-01-07,Andaman and Nicobar Islands,11.6234,92.7265,27.35,0.17,3.96,17.13,27.15,76.59,5.3,101.04,8.5006,5.0839,2015,1,7,1.01678,2,0,5.555,4.5797,5.2383
2015-01-08,Andaman and Nicobar Islands,11.6234,92.7265,41.78,0.21,3.97,15.86,27.16,71.02,4.52,101.16,8.5162,5.6006,2015,1,8,1.12012,3,0,5.0839,4.5797,5.384142857142856
2015-01-09,Andaman and Nicobar Islands,11.6234,92.7265,91.7,0.31,4.6,16.31,26.95,73.9,4.88,101.22,8.5318,3.139,2015,1,9,0.6278,4,0,5.6006,5.0522,5.110828571428571
2015-01-10,Andaman and Nicobar Islands,11.6234,92.7265,67.87,0.33,3.97,15.38,26.9,69.92,7.01,101.18,8.5486,4.3608,2015,1,10,0.87216,5,1,3.139,5.3515,4.9693
2015-01-11,Andaman and Nicobar Islands,11.6234,92.7265,73.1,0.43,3.34,15.42,26.57,71.42,6.24,101.15,8.5651,4.781,2015,1,11,0.9562,6,1,4.3608,5.3926,4.881928571428571
2015-01-12,Andaman and Nicobar Islands,11.6234,92.7265,73.46,0.27,3.89,16.79,26.71,77.08,5.97,101.1,8.5829,4.8089,2015,1,12,0.96178,0,0,4.781,5.6532,4.761314285714286
2015-01-13,Andaman and Nicobar Islands,11.6234,92.7265,74.79,0.23,4.52,18.59,27.47,81.41,7.38,101.02,8.603,4.3615,2015,1,13,0.8723000000000001,1,0,4.8089,5.555,4.590814285714286
2015-01-14,Andaman and Nicobar Islands,11.6234,92.7265,70.57,0.26,5.3,18.15,27.76,78.23,8.83,101.11,8.6232,3.7318,2015,1,14,0.74636,2,0,4.3615,5.0839,4.397657142857143
2015-01-15,Andaman and Nicobar Islands,11.6234,92.7265,98.56,0.38,5.52,17.85,27.68,77.37,7.92,101.19,8.6438,0.6127,2015,1,15,0.12254,3,0,3.7318,5.6006,3.6851
2015-01-16,Andaman and Nicobar Islands,11.6234,92.7265,95.72,0.28,5.5,18.12,27.47,79.46,5.0,101.15,8.664,2.6827,2015,1,16,0.53654,4,0,0.6127,3.139,3.619914285714286
2015-01-17,Andaman and Nicobar Islands,11.6234,92.7265,98.05,0.23,5.06,16.85,27.56,73.71,4.32,101.21,8.6851,2.6201,2015,1,17,0.52402,5,1,2.6827,4.3608,3.371242857142857
2015-01-18,Andaman and Nicobar Islands,11.6234,92.7265,46.99,0.32,3.76,15.65,27.5,68.69,4.1,101.25,8.7055,5.5073,2015,1,18,1.10146,6,1,2.6201,4.781,3.4750000000000005
2015-01-19,Andaman and Nicobar Islands,11.6234,92.7265,24.48,0.36,3.04,15.81,27.48,69.5,5.58,101.28,8.7262,5.6191,2015,1,19,1.12382,0,0,5.5073,4.8089,3.5907428571428572
2015-01-20,Andaman and Nicobar Islands,11.6234,92.7265,44.34,0.38,2.97,15.85,27.35,70.3,5.47,101.41,8.749,4.9961,2015,1,20,0.99922,1,0,5.6191,4.3615,3.6814
2015-01-21,Andaman and Nicobar Islands,11.6234,92.7265,39.72,0.34,2.89,15.64,27.51,68.85,6.07,101.56,8.773,5.6239,2015,1,21,1.12478,2,0,4.9961,3.7318,3.9517
2015-01-22,Andaman and Nicobar Islands,11.6234,92.7265,29.02,0.23,2.66,14.91,27.41,66.05,5.58,101.52,8.797,5.8226,2015,1,22,1.1645200000000002,3,0,5.6239,0.6127,4.695971428571428
2015-01-23,Andaman and Nicobar Islands,11.6234,92.7265,36.63,0.22,2.46,13.52,27.09,61.03,4.73,101.34,8.8212,5.9609,2015,1,23,1.19218,4,0,5.8226,2.6827,5.164285714285714
2015-01-24,Andaman and Nicobar Islands,11.6234,92.7265,23.77,0.21,2.21,13.86,26.81,63.45,5.31,101.33,8.8459,5.9371,2015,1,24,1.18742,5,1,5.9609,2.6201,5.638142857142857
2015-01-25,Andaman and Nicobar Islands,11.6234,92.7265,47.87,0.13,2.43,13.7,26.86,62.61,5.12,101.38,8.8704,5.6758,2015,1,25,1.13516,6,1,5.9371,5.5073,5.662214285714286
2015-01-26,Andaman and Nicobar Islands,11.6234,92.7265,26.21,0.17,2.63,14.65,26.82,66.96,4.27,101.31,8.8949,6.1565,2015,1,26,1.2313,0,0,5.6758,5.6191,5.7389857142857155
2015-01-27,Andaman and Nicobar Islands,11.6234,92.7265,10.76,0.19,2.33,14.7,26.88,66.97,4.08,101.19,8.9196,6.2537,2015,1,27,1.2507400000000002,1,0,6.1565,4.9961,5.918642857142856
2015-01-28,Andaman and Nicobar Islands,11.6234,92.7265,30.96,0.17,2.59,14.58,26.53,67.67,4.19,101.1,8.947,5.9239,2015,1,28,1.18478,2,0,6.2537,5.6239,5.9615
2015-01-29,Andaman and Nicobar Islands,11.6234,92.7265,22.6,0.2,3.48,16.18,27.36,71.51,4.29,101.15,8.9755,5.7017,2015,1,29,1.14034,3,0,5.9239,5.8226,5.944228571428572
2015-01-30,Andaman and Nicobar Islands,11.6234,92.7265,27.95,0.25,3.78,16.26,27.62,70.81,4.06,101.24,9.0043,5.7722,2015,1,30,1.15444,4,0,5.7017,5.9609,5.917271428571429
2015-01-31,Andaman and Nicobar Islands,11.6234,92.7265,21.06,0.2,4.06,16.57,27.2,74.04,5.38,101.25,9.0336,5.9618,2015,1,31,1.19236,5,1,5.7722,5.9371,5.9208
2015-02-01,Andaman and Nicobar Islands,11.6234,92.7265,34.64,0.44,3.95,17.6,26.91,79.85,6.35,101.23,9.0624,5.2978,2015,2,1,1.05956,6,1,5.9618,5.6758,5.8668
2015-02-02,Andaman and Nicobar Islands,11.6234,92.7265,79.05,0.74,4.4,17.71,27.19,79.19,7.72,101.35,9.0912,3.9014,2015,2,2,0.7802800000000001,0,0,5.2978,6.1565,5.544642857142857
2015-02-03,Andaman and Nicobar Islands,11.6234,92.7265,47.62,0.57,3.64,16.76,27.66,73.04,8.48,101.46,9.1198,5.3736,2015,2,3,1.07472,1,0,3.9014,6.2537,5.418914285714286
2015-02-04,Andaman and Nicobar Islands,11.6234,92.7265,20.63,0.44,3.1,16.46,27.74,71.43,6.48,101.4,9.1483,5.6844,2015,2,4,1.13688,2,0,5.3736,5.9239,5.3847
2015-02-05,Andaman and Nicobar Islands,11.6234,92.7265,3.33,0.36,3.21,16.27,27.63,71.04,6.05,101.28,9.1776,5.3549,2015,2,5,1.07098,3,0,5.6844,5.7017,5.335157142857143
2015-02-06,Andaman and Nicobar Islands,11.6234,92.7265,30.03,0.32,3.67,16.62,27.64,72.36,5.54,101.24,9.2069,5.5385,2015,2,6,1.1077,4,0,5.3549,5.7722,5.301771428571429
2015-02-07,Andaman and Nicobar Islands,11.6234,92.7265,21.09,0.38,3.61,16.59,27.46,72.95,6.3,101.22,9.2352,5.9009,2015,2,7,1.18018,5,1,5.5385,5.9618,5.293071428571428
2015-02-08,Andaman and Nicobar Islands,11.6234,92.7265,34.62,0.42,3.07,15.58,27.62,67.98,6.37,101.21,9.263,5.8584,2015,2,8,1.17168,6,1,5.9009,5.2978,5.373157142857143
2015-02-09,Andaman and Nicobar Islands,11.6234,92.7265,52.39,0.46,3.11,16.44,27.5,72.1,7.14,101.28,9.2921,5.7043,2015,2,9,1.14086,0,0,5.8584,3.9014,5.6307142857142845
2015-02-10,Andaman and Nicobar Islands,11.6234,92.7265,74.63,0.53,3.16,16.32,27.34,72.33,5.68,101.28,9.3211,5.5075,2015,2,10,1.1015,1,0,5.7043,5.3736,5.649842857142858
2015-02-11,Andaman and Nicobar Islands,11.6234,92.7265,81.8,0.6,3.78,15.63,27.46,68.89,4.18,101.23,9.3499,4.4736,2015,2,11,0.8947200000000001,2,0,5.5075,5.6844,5.476871428571429
2015-02-12,Andaman and Nicobar Islands,11.6234,92.7265,92.8,0.5,4.47,16.02,27.54,70.11,4.33,101.17,9.3782,3.1951,2015,2,12,0.63902,3,0,4.4736,5.3549,5.168328571428572
2015-02-13,Andaman and Nicobar Islands,11.6234,92.7265,42.63,0.35,4.1,15.13,27.51,66.44,5.18,101.14,9.4063,5.9047,2015,2,13,1.18094,4,0,3.1951,5.5385,5.220642857142857
2015-02-14,Andaman and Nicobar Islands,11.6234,92.7265,33.33,0.25,1.99,14.05,27.19,63.02,6.49,101.13,9.4344,6.269,2015,2,14,1.2538,5,1,5.9047,5.9009,5.273228571428571
2015-02-15,Andaman and Nicobar Islands,11.6234,92.7265,5.53,0.46,1.97,13.4,26.84,61.14,5.24,101.13,9.4622,6.5918,2015,2,15,1.3183600000000002,6,1,6.269,5.8584,5.378
2015-02-16,Andaman and Nicobar Islands,11.6234,92.7265,7.53,0.27,2.18,14.28,26.59,66.24,5.99,101.18,9.491,6.714,2015,2,16,1.3428000000000002,0,0,6.5918,5.7043,5.5222428571428575
2015-02-17,Andaman and Nicobar Islands,11.6234,92.7265,49.03,0.2,2.59,14.52,27.03,65.56,5.07,101.08,9.5194,6.4279,2015,2,17,1.2855800000000002,1,0,6.714,5.5075,5.653728571428572
2015-02-18,Andaman and Nicobar Islands,11.6234,92.7265,88.76,0.23,3.33,14.57,27.3,64.86,4.64,101.12,9.5486,5.6417,2015,2,18,1.12834,2,0,6.4279,4.4736,5.820600000000001
2015-02-19,Andaman and Nicobar Islands,11.6234,92.7265,80.43,0.22,4.45,15.56,27.56,68.02,4.29,101.15,9.5772,4.4395,2015,2,19,0.8879,3,0,5.6417,3.1951,5.998371428571429
2015-02-20,Andaman and Nicobar Islands,11.6234,92.7265,19.08,0.17,4.41,16.84,27.71,72.97,6.01,101.13,9.6055,6.0269,2015,2,20,1.20538,4,0,4.4395,5.9047,6.015828571428572
2015-02-21,Andaman and Nicobar Islands,11.6234,92.7265,30.55,0.19,4.12,16.91,27.78,72.9,5.54,101.06,9.6331,6.0566,2015,2,21,1.2113200000000002,5,1,6.0269,6.269,5.985485714285715
2015-02-22,Andaman and Nicobar Islands,11.6234,92.7265,48.75,0.2,3.88,16.84,27.79,72.68,3.76,101.19,9.6605,5.382,2015,2,22,1.0764,6,1,6.0566,6.5918,5.812657142857144
2015-02-23,Andaman and Nicobar Islands,11.6234,92.7265,13.5,0.2,3.61,16.38,27.88,70.32,3.28,101.22,9.6881,6.4903,2015,2,23,1.2980600000000002,0,0,5.382,6.714,5.7807
2015-02-24,Andaman and Nicobar Islands,11.6234,92.7265,13.84,0.16,3.28,15.53,27.83,66.89,3.61,101.15,9.7164,6.7135,2015,2,24,1.3427,1,0,6.4903,6.4279,5.8214999999999995
2015-02-25,Andaman and Nicobar Islands,11.6234,92.7265,4.92,0.16,2.92,14.5,27.9,62.18,3.57,101.04,9.7445,6.7582,2015,2,25,1.3516400000000002,2,0,6.7135,5.6417,5.981
2015-02-26,Andaman and Nicobar Islands,11.6234,92.7265,4.71,0.15,2.82,15.06,27.65,65.48,3.38,100.99,9.7721,6.829,2015,2,26,1.3658,3,0,6.7582,4.4395,6.322357142857143
2015-02-27,Andaman and Nicobar Islands,11.6234,92.7265,5.88,0.12,2.63,15.35,27.89,65.96,4.39,101.02,9.7985,7.0018,2015,2,27,1.40036,4,0,6.829,6.0269,6.461628571428571
2015-02-28,Andaman and Nicobar Islands,11.6234,92.7265,16.83,0.17,2.96,15.58,27.83,67.16,5.26,101.06,9.8251,6.7018,2015,2,28,1.3403600000000002,5,1,7.0018,6.0566,6.553800000000001
2015-03-01,Andaman and Nicobar Islands,11.6234,92.7265,20.57,0.22,4.01,16.05,28.32,67.3,3.27,101.06,9.8513,6.5837,2015,3,1,1.3167400000000002,6,1,6.7018,5.382,6.72547142857143
2015-03-02,Andaman and Nicobar Islands,11.6234,92.7265,7.89,0.26,3.57,17.5,28.54,72.17,2.76,101.1,9.877,6.5381,2015,3,2,1.30762,0,0,6.5837,6.4903,6.7323
2015-03-03,Andaman and Nicobar Islands,11.6234,92.7265,7.67,0.34,3.55,17.1,28.49,70.7,1.96,101.03,9.9031,6.6854,2015,3,3,1.33708,1,0,6.5381,6.7135,6.7282857142857155
2015-03-04,Andaman and Nicobar Islands,11.6234,92.7265,44.95,0.36,3.96,17.63,27.88,75.51,2.94,101.08,9.929,5.5819,2015,3,4,1.11638,2,0,6.6854,6.7582,6.560242857142858
2015-03-05,Andaman and Nicobar Islands,11.6234,92.7265,6.34,0.24,3.58,17.51,28.23,73.58,4.97,101.14,9.9538,6.2544,2015,3,5,1.2508800000000002,3,0,5.5819,6.829,6.4781571428571425
2015-03-06,Andaman and Nicobar Islands,11.6234,92.7265,9.87,0.18,2.97,17.23,28.21,72.53,5.91,101.12,9.9778,7.0606,2015,3,6,1.41212,4,0,6.2544,7.0018,6.4865571428571425
2015-03-07,Andaman and Nicobar Islands,11.6234,92.7265,34.5,0.21,2.74,16.17,28.15,68.49,6.37,101.11,10.0008,7.0171,2015,3,7,1.40342,5,1,7.0606,6.7018,6.531599999999999
2015-03-08,Andaman and Nicobar Islands,11.6234,92.7265,72.97,0.35,3.0,15.09,28.11,64.06,4.96,101.17,10.0231,6.5364,2015,3,8,1.3072800000000002,6,1,7.0171,6.5837,6.524842857142858
2015-03-09,Andaman and Nicobar Islands,11.6234,92.7265,79.67,0.46,3.61,15.8,28.14,66.93,3.78,101.24,10.0447,6.1838,2015,3,9,1.23676,0,0,6.5364,6.5381,6.474228571428571
2015-03-10,Andaman and Nicobar Islands,11.6234,92.7265,55.98,0.37,3.72,16.69,28.56,68.91,2.49,101.2,10.0649,6.3521,2015,3,10,1.27042,1,0,6.1838,6.6854,6.426614285714286
2015-03-11,Andaman and Nicobar Islands,11.6234,92.7265,16.31,0.31,3.64,17.33,29.03,69.62,4.4,101.22,10.0848,6.72,2015,3,11,1.344,2,0,6.3521,5.5819,6.5892
2015-03-12,Andaman and Nicobar Islands,11.6234,92.7265,5.07,0.21,2.77,16.43,29.16,65.76,3.59,101.23,10.1047,7.045,2015,3,12,1.409,3,0,6.72,6.2544,6.702142857142858
2015-03-13,Andaman and Nicobar Islands,11.6234,92.7265,3.75,0.28,2.95,15.99,29.0,64.61,2.41,101.23,10.1261,6.7877,2015,3,13,1.3575400000000002,4,0,7.045,7.0606,6.663157142857143
2015-03-14,Andaman and Nicobar Islands,11.6234,92.7265,5.69,0.4,3.34,16.7,28.99,67.46,1.53,101.35,10.1462,6.415,2015,3,14,1.283,5,1,6.7877,7.0171,6.577142857142858
2015-03-15,Andaman and Nicobar Islands,11.6234,92.7265,8.4,0.29,2.93,16.42,28.88,66.66,2.8,101.34,10.1662,6.5165,2015,3,15,1.3033,6,1,6.415,6.5364,6.5743
2015-03-16,Andaman and Nicobar Islands,11.6234,92.7265,12.29,0.32,2.18,15.4,28.51,63.88,3.5,101.25,10.1866,6.942,2015,3,16,1.3884,0,0,6.5165,6.1838,6.682614285714286
2015-03-17,Andaman and Nicobar Islands,11.6234,92.7265,8.51,0.59,2.49,17.42,28.43,72.43,3.14,101.07,10.2062,6.39,2015,3,17,1.278,1,0,6.942,6.3521,6.68802857142857
2015-03-18,Andaman and Nicobar Islands,11.6234,92.7265,17.21,0.44,2.84,16.95,28.34,70.78,2.6,100.98,10.225,6.6823,2015,3,18,1.33646,2,0,6.39,6.72,6.6826428571428576
2015-03-19,Andaman and Nicobar Islands,11.6234,92.7265,14.93,0.41,2.9,16.48,28.56,67.82,3.14,101.04,10.2427,6.6137,2015,3,19,1.32274,3,0,6.6823,7.045,6.62102857142857
2015-03-20,Andaman and Nicobar Islands,11.6234,92.7265,18.5,0.59,2.79,17.53,28.86,70.94,4.71,101.06,10.2602,6.4656,2015,3,20,1.29312,4,0,6.6137,6.7877,6.575014285714286
2015-03-21,Andaman and Nicobar Islands,11.6234,92.7265,52.22,0.66,2.8,16.66,28.73,68.05,5.04,101.12,10.277,6.1382,2015,3,21,1.22764,5,1,6.4656,6.415,6.535471428571428
2015-03-22,Andaman and Nicobar Islands,11.6234,92.7265,46.46,0.59,2.66,15.57,28.04,66.15,3.55,101.09,10.2938,6.127,2015,3,22,1.2254,6,1,6.1382,6.5165,6.4798285714285715
2015-03-23,Andaman and Nicobar Islands,11.6234,92.7265,15.49,0.4,2.92,15.19,27.9,65.12,1.59,101.0,10.3104,6.6948,2015,3,23,1.3389600000000002,0,0,6.127,6.942,6.444514285714285
2015-03-24,Andaman and Nicobar Islands,11.6234,92.7265,23.57,0.58,3.66,16.3,28.48,67.46,2.47,101.04,10.326,6.4068,2015,3,24,1.28136,1,0,6.6948,6.39,6.446914285714286
2015-03-25,Andaman and Nicobar Islands,11.6234,92.7265,44.34,0.71,4.41,18.07,29.01,72.56,4.68,101.11,10.3406,6.0142,2015,3,25,1.20284,2,0,6.4068,6.6823,6.351471428571428
2015-03-26,Andaman and Nicobar Islands,11.6234,92.7265,38.99,0.5,4.58,18.96,29.15,75.53,6.41,101.2,10.3555,6.4337,2015,3,26,1.28674,3,0,6.0142,6.6137,6.325757142857143
2015-03-27,Andaman and Nicobar Islands,11.6234,92.7265,25.68,0.45,4.33,18.82,29.16,74.87,6.64,101.18,10.3697,6.2786,2015,3,27,1.2557200000000002,4,0,6.4337,6.4656,6.299042857142857
2015-03-28,Andaman and Nicobar Islands,11.6234,92.7265,19.47,0.37,4.25,18.87,29.21,74.91,5.19,101.06,10.3831,6.5844,2015,3,28,1.31688,5,1,6.2786,6.1382,6.362785714285715
2015-03-29,Andaman and Nicobar Islands,11.6234,92.7265,19.68,0.37,3.96,18.54,29.11,74.06,4.83,101.0,10.3958,6.7128,2015,3,29,1.34256,6,1,6.5844,6.127,6.446471428571428
2015-03-30,Andaman and Nicobar Islands,11.6234,92.7265,11.59,0.32,3.96,18.23,29.57,70.98,3.63,100.96,10.4093,6.9154,2015,3,30,1.38308,0,0,6.7128,6.6948,6.4779857142857145
2015-03-31,Andaman and Nicobar Islands,11.6234,92.7265,17.66,0.23,4.01,17.94,29.49,70.24,3.91,101.02,10.4222,7.0142,2015,3,31,1.40284,1,0,6.9154,6.4068,6.564757142857142
2015-04-01,Andaman and Nicobar Islands,11.6234,92.7265,50.08,0.19,4.16,17.74,29.25,70.19,2.69,101.01,10.4342,6.797,2015,4,1,1.3594,2,0,7.0142,6.0142,6.676585714285714
2015-04-02,Andaman and Nicobar Islands,11.6234,92.7265,39.63,0.2,4.15,16.94,29.2,67.1,2.7,100.9,10.4453,6.9103,2015,4,2,1.38206,3,0,6.797,6.4337,6.744671428571428
2015-04-03,Andaman and Nicobar Islands,11.6234,92.7265,18.4,0.16,3.39,16.99,28.75,68.99,2.72,100.78,10.4551,7.2984,2015,4,3,1.45968,4,0,6.9103,6.2786,6.890357142857143
2015-04-04,Andaman and Nicobar Islands,11.6234,92.7265,5.76,0.33,2.65,15.52,28.75,63.16,1.18,100.7,10.4645,7.3637,2015,4,4,1.47274,5,1,7.2984,6.5844,7.001685714285713
2015-04-05,Andaman and Nicobar Islands,11.6234,92.7265,10.83,0.37,2.9,15.79,29.26,62.43,1.17,100.79,10.4722,7.2454,2015,4,5,1.44908,6,1,7.3637,6.7128,7.077771428571428
2015-04-06,Andaman and Nicobar Islands,11.6234,92.7265,19.44,0.24,3.33,16.71,29.68,64.52,1.93,100.82,10.4791,7.2883,2015,4,6,1.45766,0,0,7.2454,6.9154,7.131042857142857
2015-04-07,Andaman and Nicobar Islands,11.6234,92.7265,8.81,0.2,3.4,18.51,29.76,71.05,4.42,100.82,10.4861,7.3366,2015,4,7,1.46732,1,0,7.2883,7.0142,7.1771
2015-04-08,Andaman and Nicobar Islands,11.6234,92.7265,43.43,0.33,3.49,18.44,29.78,70.65,3.2,100.87,10.493,6.9682,2015,4,8,1.3936400000000002,2,0,7.3366,6.797,7.201557142857142
2015-04-09,Andaman and Nicobar Islands,11.6234,92.7265,48.34,0.44,4.22,18.48,29.88,70.55,2.88,100.93,10.5,6.4162,2015,4,9,1.2832400000000002,3,0,6.9682,6.9103,7.130971428571428
2015-04-10,Andaman and Nicobar Islands,11.6234,92.7265,60.29,0.43,4.02,17.36,30.31,64.66,1.89,100.97,10.5065,6.3862,2015,4,10,1.27724,4,0,6.4162,7.2984,7.0006571428571425
2015-04-11,Andaman and Nicobar Islands,11.6234,92.7265,68.96,0.35,3.65,16.36,30.14,61.74,1.08,101.07,10.5127,6.6576,2015,4,11,1.3315200000000005,5,1,6.3862,7.3637,6.899785714285715
2015-04-12,Andaman and Nicobar Islands,11.6234,92.7265,87.48,0.4,4.51,17.56,29.76,67.6,2.39,101.2,10.5178,4.9354,2015,4,12,0.98708,6,1,6.6576,7.2454,6.569785714285715
2015-04-13,Andaman and Nicobar Islands,11.6234,92.7265,99.03,0.49,5.17,18.19,29.45,71.18,3.56,101.16,10.5223,2.4578,2015,4,13,0.49156,0,0,4.9354,7.2883,5.879714285714286
2015-04-14,Andaman and Nicobar Islands,11.6234,92.7265,96.89,0.58,5.42,18.11,28.76,73.7,3.4,101.07,10.5259,3.3749,2015,4,14,0.67498,1,0,2.4578,7.3366,5.313757142857143
2015-04-15,Andaman and Nicobar Islands,11.6234,92.7265,95.62,0.48,5.44,18.42,28.29,76.93,3.2,101.09,10.5286,3.5203,2015,4,15,0.7040600000000001,2,0,3.3749,6.9682,4.821199999999999
2015-04-16,Andaman and Nicobar Islands,11.6234,92.7265,81.9,0.4,5.45,18.49,28.72,75.31,2.95,101.15,10.5312,5.7948,2015,4,16,1.1589600000000002,3,0,3.5203,6.4162,4.732428571428572
2015-04-17,Andaman and Nicobar Islands,11.6234,92.7265,79.55,0.35,5.04,18.54,28.96,74.45,1.99,100.96,10.5343,6.312,2015,4,17,1.2624000000000002,4,0,5.7948,6.3862,4.721828571428572
2015-04-18,Andaman and Nicobar Islands,11.6234,92.7265,66.01,0.3,4.7,19.3,28.99,77.23,3.65,100.88,10.5382,5.9314,2015,4,18,1.18628,5,1,6.312,6.6576,4.618085714285714
2015-04-19,Andaman and Nicobar Islands,11.6234,92.7265,42.21,0.22,5.01,18.67,29.26,73.65,2.49,100.94,10.5413,6.8868,2015,4,19,1.37736,6,1,5.9314,4.9354,4.896857142857144
2015-04-20,Andaman and Nicobar Islands,11.6234,92.7265,52.49,0.19,4.71,18.14,29.73,69.78,1.19,101.0,10.5454,6.9965,2015,4,20,1.3993000000000002,0,0,6.8868,2.4578,5.545242857142857
2015-04-21,Andaman and Nicobar Islands,11.6234,92.7265,49.17,0.13,4.66,19.39,29.6,74.98,3.33,100.97,10.5485,6.5563,2015,4,21,1.31126,1,0,6.9965,3.3749,5.999728571428571
2015-04-22,Andaman and Nicobar Islands,11.6234,92.7265,26.99,0.1,4.25,19.13,29.48,74.51,3.48,100.96,10.5506,7.2638,2015,4,22,1.45276,2,0,6.5563,3.5203,6.534514285714287
2015-04-23,Andaman and Nicobar Islands,11.6234,92.7265,71.0,0.17,4.17,18.57,29.59,72.03,2.36,101.05,10.5521,6.9115,2015,4,23,1.3823,3,0,7.2638,5.7948,6.694042857142857
2015-04-24,Andaman and Nicobar Islands,11.6234,92.7265,60.22,0.24,4.55,18.25,29.36,71.69,1.68,101.06,10.5518,6.5014,2015,4,24,1.30028,4,0,6.9115,6.312,6.7211
2015-04-25,Andaman and Nicobar Islands,11.6234,92.7265,45.53,0.23,4.8,18.55,29.34,72.87,2.47,101.0,10.5516,6.679,2015,4,25,1.3358,5,1,6.5014,5.9314,6.8279000000000005
2015-04-26,Andaman and Nicobar Islands,11.6234,92.7265,35.79,0.22,4.97,15.55,29.55,60.74,1.54,101.08,10.5514,6.7603,2015,4,26,1.35206,6,1,6.679,6.8868,6.8098285714285725
2015-04-27,Andaman and Nicobar Islands,11.6234,92.7265,59.1,0.19,5.08,18.62,29.47,72.66,1.89,101.04,10.5511,6.769,2015,4,27,1.3538,0,0,6.7603,6.9965,6.777328571428572
2015-04-28,Andaman and Nicobar Islands,11.6234,92.7265,52.13,0.2,5.02,18.6,29.71,71.52,2.06,101.0,10.5506,5.7478,2015,4,28,1.14956,1,0,6.769,6.5563,6.661828571428572
2015-04-29,Andaman and Nicobar Islands,11.6234,92.7265,55.31,0.18,5.1,18.17,29.64,70.13,1.43,100.97,10.5492,6.1018,2015,4,29,1.22036,2,0,5.7478,7.2638,6.495828571428571
2015-04-30,Andaman and Nicobar Islands,11.6234,92.7265,76.8,0.22,5.26,18.68,29.25,73.75,1.86,101.03,10.5475,6.2573,2015,4,30,1.25146,3,0,6.1018,6.9115,6.402371428571429
2015-05-01,Andaman and Nicobar Islands,11.6234,92.7265,87.75,0.28,5.39,18.59,28.92,74.81,2.32,101.0,10.5454,2.5267,2015,5,1,0.50534,4,0,6.2573,6.5014,5.834557142857142
2015-05-02,Andaman and Nicobar Islands,11.6234,92.7265,93.59,0.39,5.19,18.29,29.13,72.76,1.86,100.98,10.5425,5.7005,2015,5,2,1.1401,5,1,2.5267,6.679,5.694771428571428
2015-05-03,Andaman and Nicobar Islands,11.6234,92.7265,83.98,0.29,5.16,18.03,28.97,72.36,1.7,101.0,10.5386,5.9141,2015,5,3,1.1828200000000002,6,1,5.7005,6.7603,5.573885714285714
2015-05-04,Andaman and Nicobar Islands,11.6234,92.7265,59.65,0.27,5.23,17.45,29.09,69.6,0.94,100.99,10.5341,6.4913,2015,5,4,1.29826,0,0,5.9141,6.769,5.5342142857142855
2015-05-05,Andaman and Nicobar Islands,11.6234,92.7265,51.17,0.29,5.18,18.24,29.86,69.43,1.41,100.84,10.5305,6.5995,2015,5,5,1.3199,1,0,6.4913,5.7478,5.655885714285715
2015-05-06,Andaman and Nicobar Islands,11.6234,92.7265,64.5,0.29,4.99,18.76,29.88,71.28,1.48,100.77,10.5274,6.6149,2015,5,6,1.32298,2,0,6.5995,6.1018,5.729185714285714
2015-05-07,Andaman and Nicobar Islands,11.6234,92.7265,40.16,0.25,5.11,19.04,29.89,72.31,1.35,100.81,10.5242,6.8448,2015,5,7,1.3689600000000002,3,0,6.6149,6.2573,5.813114285714286
2015-05-08,Andaman and Nicobar Islands,11.6234,92.7265,76.29,0.22,5.2,18.8,30.0,70.94,0.94,100.74,10.5197,6.3984,2015,5,8,1.27968,4,0,6.8448,2.5267,6.366214285714285
2015-05-09,Andaman and Nicobar Islands,11.6234,92.7265,20.0,0.18,5.12,19.01,30.05,71.44,1.48,100.7,10.5158,6.8873,2015,5,9,1.37746,5,1,6.3984,5.7005,6.535757142857142
